commit_time,commit_id,gpu_index,folder,kernel,arch,compile_status,run_status,verify_passed,timing_avg_ms,tflops,status,compile_log,run_log,notes
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_regctrl.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_regctrl.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_regctrl.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_trial.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_trial.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2_trial.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64.co","sm_90a","ok","ok","1","0.617376","890.472","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack.co","sm_90a","ok","ok","1","0.711839","772.303","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_regctrl.co","sm_90a","ok","ok","1","0.710771","773.464","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_regctrl.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_regctrl.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2_regctrl.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2_regctrl.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle32_64_prepack_v2_regctrl.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.co","sm_90a","ok","ok","1","0.679754","808.757","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_regctrl.co","sm_90a","ok","ok","1","0.678896","809.779","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_regctrl.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_regctrl.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_tbc.co","sm_90a","ok","ok","1","0.728375","754.771","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_tbc.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_tbc.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_trans.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_trans.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_trans.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_regctrl.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_regctrl.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_regctrl.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_tbc.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_tbc.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2_tbc.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_swizzlex128x128.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_swizzlex128x128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_swizzlex128x128.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_swizzlex64x128.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_swizzlex64x128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_swizzlex64x128.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_e4m3_warpspec_1p2c.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_warpspec_1p2c.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_e4m3_warpspec_1p2c.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_aitune_2026-03-25_iter120.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_aitune_2026-03-25_iter120.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_aitune_2026-03-25_iter120.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dynamic_sm90_swizzle128_128.co","sm_90a","ok","fail(134)","0","1.47043","373.875","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle128_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle128_128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dynamic_sm90_swizzle64_128.co","sm_90a","ok","ok","1","1.39037","395.402","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle64_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle64_128.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dynamic_sm90_swizzle64_128_prepack.co","sm_90a","ok","ok","1","1.41715","387.93","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle64_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dynamic_sm90_swizzle64_128_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack.co","sm_90a","ok","ok","1","1.55011","354.657","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_trial.co","sm_90a","ok","ok","1","1.34782","407.886","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_trial.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_trial.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2.co","sm_90a","ok","ok","1","1.59424","344.838","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2_trial.co","sm_90a","ok","fail(134)","0","1.34595","408.45","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2_trial.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle128_128_prepack_v2_trial.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack.co","sm_90a","ok","ok","1","1.30543","421.129","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack_v2.co","sm_90a","ok","fail(134)","0","1.29054","425.988","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p1c_swizzle64_128_prepack_v2.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_aitune_2026-03-21_trial000128.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_aitune_2026-03-21_trial000128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_aitune_2026-03-21_trial000128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack.co","sm_90a","ok","ok","1","1.46897","374.247","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.co","sm_90a","ok","ok","1","1.5718","349.762","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle128_128_prepack_v2.run.log",""
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.co","sm_90a","ok","fail(134)","0","","","run_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_dyn_sm90_warpspec_1p2c_swizzle64_128_prepack_v2.run.log","runtime failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_prepack.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_prepack_swizzlex128x128.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack_swizzlex128x128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack_swizzlex128x128.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_prepack_v2.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack_v2.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_prepack_v2.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_swizzlex128x128.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_swizzlex128x128.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_swizzlex128x128.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_warpspec_1p2c.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_warpspec_1p2c.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_warpspec_1p2c.run.log","compile failed"
"20260403_175403","710a32d048cf","1","gemm_sp","gemm_sp_f16_warpspec_1p3c.co","","fail(134)","skipped","0","","","compile_failed","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_warpspec_1p3c.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__gemm_sp__gemm_sp_f16_warpspec_1p3c.run.log","compile failed"
"20260403_175403","710a32d048cf","1","matmul","matmul_e4m3_dynamic_mwg_sm90.co","sm_90a","ok","ok","1","0.0395616","434.256","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_mwg_sm90.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_mwg_sm90.run.log",""
"20260403_175403","710a32d048cf","1","matmul","matmul_e4m3_dynamic_sm90.co","sm_90a","ok","ok","1","0.0359968","477.261","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_sm90.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_sm90.run.log",""
"20260403_175403","710a32d048cf","1","matmul","matmul_e4m3_dynamic_sm90_tbc.co","sm_90a","ok","ok","1","0.0360956","475.955","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_sm90_tbc.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dynamic_sm90_tbc.run.log",""
"20260403_175403","710a32d048cf","1","matmul","matmul_e4m3_dyn_persis_colmajor_sm90.co","sm_90a","ok","ok","1","0.0742456","231.392","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dyn_persis_colmajor_sm90.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dyn_persis_colmajor_sm90.run.log",""
"20260403_175403","710a32d048cf","1","matmul","matmul_e4m3_dyn_persis_hilbert_sm90.co","sm_90a","ok","ok","1","0.0670957","256.05","ok","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dyn_persis_hilbert_sm90.compile.log","/home/fem/dev/choreo/build/kernel-batch/20260403_175403_710a32d048cf/logs/benchmark__performance__matmul__matmul_e4m3_dyn_persis_hilbert_sm90.run.log",""
